text,s_palak_label,s_ben_label,p_palak_label,p_ben_label
#BigTechCensorship #FakeNews #MediaBias #VoterFraud #FarLeftTrump Knocked Off Twitter for 12 Hours and May Be BANNED! Where Do We Go From Here?,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
That’s exactly right,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
BO wasn’t a 10th the man you are sir! Welcome and thanks for standing up for America and the constitution!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I agree!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Stop counting for the night = MASSIVE Democrat vote dump!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Nothing.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Oh that's disgracefulOf all the people that were there,They pick on a 92 year old man to arrest? What are they charging him with?",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Traitor.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Today is going to be Epic! God bless America,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Remember we were told this would happen. Future proves past.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"FRAUD ON FILM: Female Poll Worker ""Filled out BLANK BALLOTS for over an Hour"", Certified Them With Stam",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Nice BLUE tie Mike 🤬🤬🤬🤬,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
🚨 🚨 alert 🚨 🚨 🚨 🚨 Georgia caught again cheating and they already call the race. I do not think so. Fucking scumbags or ruining our country by spraying and Erasing tens of thousands of votes for our Republican candidates just cannot stand.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
That’s right !! And they better remember who was on their side for the last 4 years !! We will !’ Share,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I love this! He looks good in that chair! 😁😁😘,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Everyone told 🐀💩🍔 to watch the polls. But once again this idiot failed you GA. Don't think you need anymore evidence, he is a Democrat in Swamp clothing. #TOSS HIS @$$ OUT",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thanks Chuck.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Not important to Dems apparently. 👀🤬🤬🤬🤬,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Stupid commie cops of Washington.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
is the day that will change our Country & hopefully to Good & Light!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
DC is OPEN!!! We the People will have our day!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"TRUMP: “I am asking for everyone at the U.S. Capitol to remain peaceful. No violence! Remember, WE are the Party of Law & Order – respect the Law and our great men and women in Blue. Thank you!”",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
You can have your equipment back CNN..Losers,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
That's funny.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Fox News sucks.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Freedom freedom freedom,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I LOVE OUR PRESIDENT ❤️💯🙏🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Absolutely disgusting fraud happening in this country. Continue to prep and hide from the commies. It's going to get much worse.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
At this point me neither.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Only thing left is the insurrection act or martialLaw. That’s it. Do it Potus. Declare insurrection act.,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
I BOYCOTT ALL THE BIG BOX STORES.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Time to wipe out antifa and blm.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Good,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Disgusting!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Yeah totally agree,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Nobody cares.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Congratulations to a great man and true patriot!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
What bullshit,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This is just like the Nazi Reichstag staged burning...too predictable a ready made story for the real tyrants take even more control. This is not the Trump base....,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Agree completely!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank you Sir❗️❗️❗️❗️❗️❗️❗️,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
100% ! Thank you sir,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Mitch- you won’t survive your current traitorship! Sorry- you better step up or prepare to step out!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Bring on the Biden supporters for a good old fashioned street fight.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"What's Twitter, daddy? Son it was an early social media instrument that didn't survive the free market. It didn't last long and really was insignificant.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Awesome patriots!🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Your both right,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Can they be anymore corrupt! Where in the fuck are the <a href=""/profile/GOP/posts"" class=""at"">@GOP</a> officials? Where?",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Thank you, PRESIDENT TRUMP!!!! ❤️🤍💙🇺🇸🇺🇸🇺🇸",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
He just looks evil,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"This guy #raulgrijalva just looks and speaks like a sloppy #liberal train wreck. #mask doesn’t fit, no tie, comb over, crumbs on his shirt, slurred speech, it’s like he was sculpted by the liberal gods...",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
That figures!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
He is useless,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I thought you were a man of honor!!!! VERY DISAPPOINTED IN YOU!!!!!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
DUMP TWITTER,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Nothing to see here, move along...",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Pro-abortion leaders want the Biden administration to push for ratification of the UN’s pro-abortion treaty on women’s rights, calling the US a ""bad actor.""",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I definitely believe it,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Twatter and fakebook are blocking him from posting this! What does that tell you. Seems the media is trying to keep the violence going.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Rock on brother this says it all.. love it,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Good job,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
So AWESOME!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Call it out!!- fraudulent. Do not accept results. N why the hell r they using dominion,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Restaurant Chain Brags About Lower Percentage of White Workers - It Backfires Badly,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Will do.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
A good watch.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"a href=""/profile/MurphyisMillions/posts"" class=""at"">@MurphyisMillions</a> Same I'm really pissed off.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Poor Mittons having one very bad day. 😂😂😂😂,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
"weak chins please exit, stage left",OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
I'm here,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Thank you Lee!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We can hope!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Nothing good happens after dark...wait for it, Left Wing Radicals will be tearing DC up.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Fake news reporters think we are idiots.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Wrong!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Yes we are ready !! We love Parler and will join,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is disgusting.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Not sure if its antifa or Trump supporter. At this point wtf does it matter. This Nation has fallen...its not a joke!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Oh the News Media are making out like this was the worst thing ever. During the Democrat -China led Pandemic look at the burning of private business and City own Tax paid police vehicles and the bricks that were deliver and place on the streets. The Democrats spendt a lot of our tax dollars organizing these deadly riots.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I hope Flynn is right!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This old Nazi would need to be a citizen to be considered a Traitor. He is in fact much worse.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Our country is worth fighting for. Let's make all of our veterans proud.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"I think he forgot his biggest supporter <a href=""/profile/realLindseyGrahamSC/posts"" class=""at"">@realLindseyGrahamSC</a> WHERE IS HE? STILL LOOKING FOR GOLFBALLS AT MARA-LAGO? #StandUp or #StandDown #stopthesteal",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Fuck them all..burn it down.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I’m with you!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
F BLM !! AWESOME !! DC CHANT..,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
A DEAD COMMUNIST IS A GOOD ONE,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
It’s Tuesday evening and I’m watching Newsmax......Refreshing!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We know how corrupt the Georgia election was in November. Now today we have the senator runoffs. My question is why this should be any different?? Are they doing signature verification on absentee ballots? Are they verifying ballots are legitimate? This whole runoff is just as suspect as November. I just don’t trust any election!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
WOW! I'm sooo glad!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This POS is the slimiest of them all!! He worked hard to try and slow down Trump's successes in his first two years; he's ruined FOX; I suspect he's a friend of Epstein's. Just an all around waste of a human being.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This video is so funny,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"If you do not defend yourself, you may be killed. Worse is probably getting a permanent disability. Ultimately it is your choice. Remember that the Jews were too late to defend themselves or have heroes protect them. All humans are in danger this go around.",OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
The Republican Party died today! I will no longer support them.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
A battery!!!!!!! WTF! What is wrong with 120v ? I am so pissed off that patriots can be duped so easily.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Love it!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
COWARDS!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"This is overdue. We need to start being more like our forefathers! Otherwise, what we are witnessing in America now will continue to get worse!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Make America Great Again.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"a href=""/profile/realLindseyGrahamSC/posts"" class=""at"">@realLindseyGrahamSC</a> spineless",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Yes. God with patriots. God bless America. God won and we won,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Giuliani is a patriot,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
That's RIGHT,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Well said.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Make up your own mind!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
war...,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Awesome job MarjoGreen🇺🇸🙌👍🏻❤️🤍💙🙏🏻,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Words that ring TRUE!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I would line a list of the Rinos that did nothing to support the will of the people,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Sleep with one eye open boy your type are treasonous disgusting disgrace....all Democrats are fagots and those who defend them can get hung,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Pretty disappointing,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"That bitch from California claims the will of the people is being subverted. Wrong!! The will of their machines and fake ballots, dead, out of state, illegal and underage voters voted! This is NOT the will of the people!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Every one of those Lilly liveried cowards,including Injustice Robert’s are spineless, corrupt and a waste of oxygen! They should resign and go hide in their basements!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
There you have it,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
HACK,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
What a big loss. Mike pence does not stand up for the constitution. He’s an enemy of We the People.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Works for me!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Great find sister of truth... Everyone keep sharing and follow everyone.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Light em up!!!!!!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Make him famous!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
TRUST IN THE LORD,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
📢 📢YES I STAND BEHIND MY PRESIDENT AND I AM PROUD OF HIM!!!📢 📢#ECHO IF YOU STAND BEHIND TRUMP TOO📢 📢,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
BIG NEWS IN PENNSYLVANIA!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"a href=""/profile/linwood/posts"" class=""at"">@linwood</a>Anything going on with this? Didn't Ron unveil this mess this morning?",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Idiots,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
A hero!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank you! Please echo and follow President’s biggest fan page on Parler,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"a href=""/profile/Raheem/posts"" class=""at"">@Raheem</a> I do not believe that Maga supporters did this violence. I believe antifa and BLM, who stated all over social media that they were going to infiltrate the Maga march, started this on purpose to destroy Trump supporters movement. You should tell them that on the war room. How do you know they’re Trump supporters causing this damage? Disappointing War Room",OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
"Mr Matt Goetz, you Sir are a true political Patriot....thank you for standing up for the will of the American people.....",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Patriot!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Mitt Romney. Welcome Aboard !,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Jim Jordan is a national treasure,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"We’re screw! Idiot puppet running America . Who the puppet master , china?",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
He's right.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
THANK YOU 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Perfect.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
If this was BLM they would have evacuated and let them trash it and burn it to the ground. Thats the difference.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"a href=""/profile/SidneyPowell/posts"" class=""at"">@SidneyPowell</a> <a href=""/profile/linwood/posts"" class=""at"">@linwood</a> how was the Capital & it's chambers more easily stormed than Area51 Raid?! Is there not technology to pick up each cell phones IP address to detect whom all those that ""stormed"" inside of the Capital?!🙄 That's odd...",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"And the spirit of Egypt shall fail in the midst thereof; and I will destroy the counsel thereof: and they shall seek to the idols, and to the charmers, and to them that have familiar spirits, and to the wizards. Isa 19:3 KJV.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Imagine being this dumb..,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
SICK & TIRED of HYPOCRATS!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"More Dominion machines ""malfunctions"" in Ga today.No action was ever taken by the GA SecSt or Governor to fix Dominion "" problems"" after the general election so its obvious these were planned problems.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Chelsea Handler gets a golden shower and enjoys it.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"WTF? This is a disgrace, they never know when to stop.",OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Pence is a complete disgrace. #stopthesteal #fightback #saveamerica #fact #americafirst #maga #trump #gettysburg #electionfraud #voterfraud #fraud #dominion #smartmatic #election #proudboys #veteransfortrump #georgia #georgiarecount #georgianelections #georgiafortrump #pennsylvania #pennsylvaniafortrump #michigan #michiganfortrump #wisconsin #wisconsinfortrump #arizona #arizonafortrump #keepthefaith #dominion #election2020results #trumpsupporters #conservativecult #parleruk #parler #trump2020 #keepamericagreat #donaldtrump #maga #coronavirus #joebiden #georgia #americafirst #backtheblue #obamagate #fbexit #2a #savetherepublic #auditthevote #draintheswamp #trump2020landslidevictory #veteransfortrum,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Website shut down..:,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
HOLY SHIT!!!🤣🤣🤣This is the BEST!!!!💥,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Please Watch.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Absolutely !,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
POTUS wrecking Big Tech and calling for the removal of Section 230.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Excellent!!! 👍🏼,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Awesome! Let it be so,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
A very sick cult at that.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Sick corrupted!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"""I love Rock & Roll""",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We sure did.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Bastards,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
LOVE HER!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Right On!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"atriot martyr✝️🙏God bless her , im sure she's heaven.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
