text,s_palak_label,s_ben_label
Our country is dead.,NEUTRAL,OPINIONATED
So true,OPINIONATED,OPINIONATED
The media let this happen. Enjoy the ride.,OPINIONATED,OPINIONATED
"Es la única oportunidad que tenemos para hacer TT #NoSeSiMeExplicuPor favor, es el momento",NEUTRAL,NEUTRAL
Failure-in-Chief,OPINIONATED,OPINIONATED
BREAKING: MO Senator Hawley becomes first sitting US Senator to commit to objecting to Electoral College certification. THANK YOU! Wisdom and courage!Echo if you support Josh Hawley!,OPINIONATED,OPINIONATED
I believe it!,OPINIONATED,OPINIONATED
I absolutely agree!!!,OPINIONATED,OPINIONATED
I agree 100% worthless scum,OPINIONATED,OPINIONATED
It's on .... God Bless America !!!,OPINIONATED,OPINIONATED
"I lost some respect for Rand Paul. He said on Fox News that Congress doesn’t have the right to change the election result.He obviously doesn’t know anything about the electoral college or the point of even objecting at all as a process.He said the states must do that.Um they did Sen. Paul, they sent you dueling electors for a reason.Do you need to call them? So stupid",OPINIONATED,OPINIONATED
Thank you Lin and President Trump - all Patriots love you!!!,OPINIONATED,OPINIONATED
I totally agree,OPINIONATED,OPINIONATED
Beautiful!!!,OPINIONATED,OPINIONATED
"Sun. 27 Dec. was not a good day for Joe Biden. The former Vice President was charged with money laundering billions stolen from the Ukraine, appeared connected to the Christmas morning Nashville explosion that destroyed Election Fraud evidence and was named in a just-released 270-page document by Attorney Sidney Powell that showed a Biden/ Harris link to foreign interference in extensive US Election Fraud cases against the Communist Parties of China, Venezuela, Iran and Russia.The Christmas morning Nashville explosion targeted AT&T which was awarded a contract for an audit of the Dominion Voting Machines believed to have switched Trump votes to Biden. The Tenn. incident appeared connected to destruction of a printing press that produced water marked ballots for the 2020 Election said to have proven that Trump won the election by an 81% vote.None of which, of course, was mentioned in the Mainstream Media that still claimed Joe Biden was president Elect (out of room!)",OPINIONATED,OPINIONATED
Michele Whyle (@MicheleWhyle) Tweeted:@LLinWood @RodRosenstein,NEUTRAL,NEUTRAL
Thank you for parlaying this inspiring video,OPINIONATED,OPINIONATED
Scamdemic,OPINIONATED,OPINIONATED
You right,OPINIONATED,OPINIONATED
GA capitol building evacuated but no breach.,NEUTRAL,NEUTRAL
They no longer have any power. Take away their power,OPINIONATED,NEUTRAL
Antifa in DC today!,NEUTRAL,NEUTRAL
"Actually, I think his balls have already been cut off.",OPINIONATED,OPINIONATED
Glad y’all are safe.,OPINIONATED,OPINIONATED
So good!,OPINIONATED,OPINIONATED
Always hopeful.,OPINIONATED,OPINIONATED
"Love All Us Proud Boys, Stay Safe Brothers!",OPINIONATED,OPINIONATED
"Girava anche ieri, ma qui si vede meglioUn anno di balle#conte",NEUTRAL,NEUTRAL
Patriot,OPINIONATED,OPINIONATED
"Psalm 133:1 KJV ""Behold, how good and how pleasant it is for brethren to dwell together in unity!""",OPINIONATED,OPINIONATED
Very Stupid Traitors??,OPINIONATED,OPINIONATED
Motherfucker #Antifa Kuk! Fake Viking! #Odis_Is_Pissed!,OPINIONATED,OPINIONATED
"Nothing good happens after dark...wait for it, Left Wing Radicals will be tearing DC up.",OPINIONATED,OPINIONATED
Sorry President Chum,OPINIONATED,OPINIONATED
Wow!!,OPINIONATED,OPINIONATED
Hearing this man gives me hope and warms my heart. ❤️,OPINIONATED,OPINIONATED
Something big this way comes Tomorrow!!,OPINIONATED,OPINIONATED
Watch: Protesters Destroy Media Crews' Camera Equipment,OPINIONATED,OPINIONATED
Imagery will be their downfall.,OPINIONATED,OPINIONATED
So true... wake up America 🇺🇸,OPINIONATED,OPINIONATED
"TRUMP TELLS WHITE HOUSE STAFF TO IGNORE PACKING!Well well. There you have it folks. Trump, our Warrior President, isn’t going anywhere. In fact Rudy Giuliani stated that things were going to blow up after Christmas. Sounds as if Trump wanted to allow the country a decent Christmas before he lowers the Hammer. Woot Woot. I know I’m sure ready to see things blow up in the faces of the evildoers. #trump2020 #trump #trumptrain #patriots #parler #parlerusa #parlercanada #maga #voterfraud #americafirst #fakenews #stopthesteal #electionintegrity #freedom #1776 #theresistance1776 #godwins #1776patriotsunited #ccp #godwins #joebiden #irregularities #dominion #wwg1wga #wwg1wgaworldwide #election2020 #forensicaudit #happeningnow #godblessamerica #nationalsecurity #fraud Follow ZIG <a href=""/profile/ZiggyB/posts"" class=""at""><a href=""/profile/ZiggyB/posts"" class=""at"">@ZiggyB</a></a> Working hard to keep Patriots in the know. God Bless America!",OPINIONATED,NEUTRAL
"Did Jesus say ask for only some things in His Name? Did He say His power was limited? No. He said ""whatever"" you ask in His NameSo ask in His Name! 🇺🇸❤🇺🇸❤🇺🇸❤🇺🇸❤🇺🇸",OPINIONATED,OPINIONATED
"The world we leave our children and grandchildren and all future generations yet unborn, will be decided one way or another beginning today. Either we universally awaken and all move toward the light or we will slowly begin sinking into a darkness that will envelop this world for generations.I for one, choose to fight! 🇺🇸🇺🇸🇺🇸#StopTheSteal",NEUTRAL,NEUTRAL
You can have your equipment back CNN..Losers,OPINIONATED,OPINIONATED
WTF!!HOW DID THIS HAPPEN??RINO KEMP LETTING THE SCUMBAG CHEATING DEMOCRATS JUST DO IT AGAIN???TIME FOR SHERMAN 2.0 and BURN THE DEMOCRATS TO THE GROUND and BURY THEN ONCE AND FOR ALL TIME!!No Republican Observers Present at Fulton County Tabulation Center &#8211; Screens Facing Away From Media Pen (VIDEOS),NEUTRAL,OPINIONATED
"#3 ON CGN RIGHT NOW Ukraine Confirms Joe Biden’s Corruption With Audio Recordings, Bank Records & Witnesses",NEUTRAL,NEUTRAL
This is saddening.,OPINIONATED,OPINIONATED
See you tonight!,OPINIONATED,OPINIONATED
So far so good!,OPINIONATED,OPINIONATED
It's getting real ugly out there. DC has been infiltrated & compromised. Welcome to Libtard Hell.,OPINIONATED,OPINIONATED
WATCH: Senator Loeffler backs down from supporting President Trump's objections,NEUTRAL,NEUTRAL
"Fun fact: The mafia comes from Italy, and the DNC is the mafia in the United States.",OPINIONATED,OPINIONATED
Serves him right.,OPINIONATED,OPINIONATED
Does not look like him.,NEUTRAL,OPINIONATED
We tried playing nice and it got us no where. Apparently violence works for the democrats...so why not,OPINIONATED,OPINIONATED
Nice,OPINIONATED,OPINIONATED
Oklahoma’s James Lankford caved to fear & took his objection back. Weak! I swear if he believed it was fraud when he walked in there it should have stayed fraud no matter the protest! These weak minded people should have never gotten into office! Where’s are backbone? Not violence! Backbone! Let 80 million down over a fraction!,OPINIONATED,OPINIONATED
Tell him to start his September 2019 executive order,NEUTRAL,NEUTRAL
Think that Parler is blocking comments from somebig players. Or just too much traffic?,OPINIONATED,OPINIONATED
"NewsMax has just lost my viewership. Spineless media cowards are blaming President Trump for the violence at the Capitol. Bastards! The violence is warranted and it is justified as provoked by the Left, The MSM and Antifa/BLM. To Hell with the media!!! All of them are traitors!!!",OPINIONATED,OPINIONATED
Lin Wood telling Republicans not to vote out of protest was NOT helpful.,OPINIONATED,OPINIONATED
Congratulations to team USA on winning gold in the World Junior Hockey Championship. They shut out Canada 2-0 for the win. Great win boys!!,OPINIONATED,OPINIONATED
He is not a Patriot,OPINIONATED,OPINIONATED
They're not happy if they're not stealing something,OPINIONATED,OPINIONATED
"Once you step out and start walking out the prophetic words God has spoken over your life, you begin an incredible, life-altering journey with the Lord. Once you have stepped out, then you step up into a new season of your life. God is raising and elevating new people to higher levels of business and ministry. God is elevating His children like never before. Increase in favor and blessing is coming to many.",OPINIONATED,OPINIONATED
🇺🇸 PATRIOTS POST 🇺🇸STANDING OVATION FOR TED CRUZ & PAUL GOSAR OBJECTING(posted moments ago by DemsCheat)Switch to hearing Patriots,NEUTRAL,NEUTRAL
Parler is now an enemy of The United States. It’s a terrorist training camp and should be shut down.,OPINIONATED,OPINIONATED
I thought you were a man of honor!!!! VERY DISAPPOINTED IN YOU!!!!!!,OPINIONATED,OPINIONATED
Smart.,OPINIONATED,OPINIONATED
We love him and hopefully one day he will become our President.,OPINIONATED,OPINIONATED
Bring a cat o nine tails with you like ranchers do at times. Smack a clown upside the head with that. They’ll think twice. And you can give em a good keloid as a souvenir. Dont play with these filth any more- they are domestic enemies. Treat as such. - mark their sorry asses,NEUTRAL,NEUTRAL
Can we not do anything about these illegal votes??,OPINIONATED,NEUTRAL
"Sadly I am not surprised. Another in your face cheat. Until we see arrests, there will be no trust in our elections or our government.",OPINIONATED,OPINIONATED
Crazy mother fucker ! You must be watching lame stream media ! Lol,OPINIONATED,OPINIONATED
Sloppy Drunk!,OPINIONATED,OPINIONATED
"WTF is wrong with Mitch McConnel. What a POS! Is there a way to recall a senator? This pompass windbag needs to retire along with all the other pompass windbags on both sides of the aisle.If these fckheads think that we are stupid out here in the real world that have suffered because elected officials are not honoring their oath of office.The Constitution is not up for debate!These fckheads saying that the election was fair are full of shit! I'm so pissed with these naysayers calling it a conspiracy.IT'S TIME FOR A CONVENTION OF STATES!!!!!We NEED to take the power away from government bodies that don't give a flying fck about their constituents.McConnel, you are a fcking liar. You and your fellow rino's, along with the democrat chinese communist party should all be stuffed into Gitmo for treason.",OPINIONATED,OPINIONATED
Every state needs a Stacy!!!,NEUTRAL,NEUTRAL
"Man, americans cant call in Europe now, the signal is jammed as well, comunications stop! This is insane. You need a good tool to protect your IP adress. Link belowNordVPN",OPINIONATED,OPINIONATED
Dan Scavino @Name Hidden ·WOW! We hear you from the West Wing—THANK YOU,OPINIONATED,OPINIONATED
"Traitor...all these people are so fake...they have all been playing a part. All of it was to fool Trump and the people of the USA. Its all staged, none of these people are legitimate.",OPINIONATED,OPINIONATED
Powerful!! Please give it a listen!!,OPINIONATED,OPINIONATED
"Thank you, Mr. Speaker, for supporting President Trump...I know there isn’t a lot you can do to change the fraud but standing with Trump is perfect!",OPINIONATED,OPINIONATED
What the Hell Is Going on Here? Wuhan City Center JAM PACKED for New Year's Eve -- NY Times Square and London Empty,OPINIONATED,OPINIONATED
Stupid commie cops of Washington.,OPINIONATED,OPINIONATED
"Thank You and 300 mighty victorious valorous workers of cloaked soldiers of THE ALL MIGHTY OMNIPOTENT CREATOR OF HEAVEN, EARTH AND MANKIND. KUDOS AND MANY KUDOS GALORE I noticed 13 BOOMS FOR GENERATIONS TO COME.",OPINIONATED,OPINIONATED
Keep peaceful,OPINIONATED,OPINIONATED
There's Pictures of Him with Antifa going around!!,NEUTRAL,NEUTRAL
This was all a set-up ....Anything to sway the votes of a few members of Congress before they vote.What a disgrace to our great Nation.,OPINIONATED,OPINIONATED
I'm so tired of the double standard.,OPINIONATED,OPINIONATED
Patrick Byrne: We Are On The Verge Of Losing Our Fundamental Right to Free and Fair Elections,OPINIONATED,OPINIONATED
Omg are they really this DUMB- OR IS IT ARROGANCE???😳😳😠,OPINIONATED,OPINIONATED
So true!TRUMP2020!🇺🇲🇺🇲🇺🇲,OPINIONATED,OPINIONATED
Man of the Hour. Tower of Power.,OPINIONATED,OPINIONATED
Welcome to 8.4 million 2nd amendment supporters.,OPINIONATED,OPINIONATED
Well said Mr scalise. Thank you!,OPINIONATED,OPINIONATED
"Today is Tuesday, January 5, 2021, and Roy Cooper is the WORST GOVERNOR in North Carolina history!",OPINIONATED,OPINIONATED
Today is the death if the Republic unless mass arrests happen overnight. Seems the pentagon may not be on board,OPINIONATED,OPINIONATED
PROUD BOYS DID NOTHING WRONG!,OPINIONATED,OPINIONATED
Welcome to the LIGHT SIDE!,OPINIONATED,OPINIONATED
Again. No evidence allowed. What the fuck kind of justice system is this that refuses evidence as a basis to throw out a case so heavily proven with fraud? This is China!,OPINIONATED,NEUTRAL
Stupid,OPINIONATED,OPINIONATED
They will remember US!!!!!!!!,OPINIONATED,OPINIONATED
"Not only very well done,......but true",OPINIONATED,OPINIONATED
"a href=""/profile/linwood/posts"" class=""at"">@linwood</a>Anything going on with this? Didn't Ron unveil this mess this morning?",OPINIONATED,OPINIONATED
I agree,OPINIONATED,OPINIONATED
That's a very good thing to know about a place like DC...,OPINIONATED,OPINIONATED
"And the spirit of Egypt shall fail in the midst thereof; and I will destroy the counsel thereof: and they shall seek to the idols, and to the charmers, and to them that have familiar spirits, and to the wizards. Isa 19:3 KJV.",OPINIONATED,OPINIONATED
Make it right!,OPINIONATED,OPINIONATED
How it works,OPINIONATED,OPINIONATED
Keep sharing!,OPINIONATED,OPINIONATED
They keep telling us we need to be peaceful and do this right.....well you give me four years of BS and I'll give you what we have right now.,OPINIONATED,OPINIONATED
I pray for revelation it's time,NEUTRAL,NEUTRAL
"Microsoft is crushing my software, i am getting some strange errors. There are ways to protect against this, if this happens to you as well. Link below. Share",OPINIONATED,OPINIONATED
George H W Bush was the most prolific drug dealer in the history of the world. He was called the Black Rose. We called him “Poppy” for short because he was still connected to the Poppy Fields in Afghanistan when I served. #JohnnyBravo,NEUTRAL,NEUTRAL
DC police protected BLM after attacking a patriot...,NEUTRAL,NEUTRAL
